assessmentId,internalTaxonId,scientificName,code,name,stressCode,stressName,ancestry,ias,internationalTrade,scope,severity,text,timing,virus
175655465,175655434,Cryptocoryne sivadasanii,5.2.1,Intentional use (species is the target),2.1,Species mortality,,,Yes,Unknown,Unknown,,Ongoing,
175746105,175615495,Phoebe angustifolia,2.2.1,Small-holder plantations,"","",,,,,,,Ongoing,
175746105,175615495,Phoebe angustifolia,2.2.2,Agro-industry plantations,"","",,,,,,,Ongoing,
175746105,175615495,Phoebe angustifolia,2.1.2,Small-holder farming,"","",,,,,,,Ongoing,
175746105,175615495,Phoebe angustifolia,2.1.3,Agro-industry farming,"","",,,,,,,Ongoing,
176691123,31275,Sloanea tomentosa,2.3.2,"Small-holder grazing, ranching or farming","","",,,,Minority (<50%),Causing/Could cause fluctuations,,Ongoing,
176691123,31275,Sloanea tomentosa,1.1,Housing & urban areas,"","",,,,Minority (<50%),Causing/Could cause fluctuations,,Ongoing,
176691123,31275,Sloanea tomentosa,4.1,Roads & railroads,"","",,,,Minority (<50%),Causing/Could cause fluctuations,,Ongoing,
176691123,31275,Sloanea tomentosa,7.1.1,Increase in fire frequency/intensity,"","",,,,Minority (<50%),Causing/Could cause fluctuations,,Ongoing,
176691123,31275,Sloanea tomentosa,2.1.1,Shifting agriculture,"","",,,,Minority (<50%),Causing/Could cause fluctuations,,Ongoing,
176691179,176680211,Antidesma khasianum,2.3.2,"Small-holder grazing, ranching or farming","","",,,,Unknown,Causing/Could cause fluctuations,,Ongoing,
176691179,176680211,Antidesma khasianum,1.1,Housing & urban areas,"","",,,,Minority (<50%),Causing/Could cause fluctuations,,Ongoing,
176691179,176680211,Antidesma khasianum,3.2,Mining & quarrying,"","",,,,Unknown,Causing/Could cause fluctuations,,Ongoing,
176691179,176680211,Antidesma khasianum,4.1,Roads & railroads,"","",,,,Minority (<50%),Causing/Could cause fluctuations,,Ongoing,
176691179,176680211,Antidesma khasianum,7.1.1,Increase in fire frequency/intensity,"","",,,,Unknown,Causing/Could cause fluctuations,,Ongoing,
176691179,176680211,Antidesma khasianum,2.1.1,Shifting agriculture,"","",,,,Majority (50-90%),Causing/Could cause fluctuations,,Ongoing,
176861755,176856760,Ormosia robusta,2.3.2,"Small-holder grazing, ranching or farming","","",,,,Minority (<50%),Causing/Could cause fluctuations,,Ongoing,
176861755,176856760,Ormosia robusta,1.1,Housing & urban areas,"","",,,,Minority (<50%),Causing/Could cause fluctuations,,Ongoing,
176861755,176856760,Ormosia robusta,3.2,Mining & quarrying,"","",,,,Minority (<50%),Causing/Could cause fluctuations,,Ongoing,
176861755,176856760,Ormosia robusta,4.1,Roads & railroads,"","",,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
176861755,176856760,Ormosia robusta,2.1.1,Shifting agriculture,"","",,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
176861755,176856760,Ormosia robusta,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],"","",,,,Minority (<50%),Causing/Could cause fluctuations,,"Past, Likely to Return",
176861755,176856760,Ormosia robusta,7.1.1,Increase in fire frequency/intensity,"","",,,,Majority (50-90%),Causing/Could cause fluctuations,,Ongoing,
176861795,176857958,Syzygium khasianum,2.3.2,"Small-holder grazing, ranching or farming","","",,,,Majority (50-90%),Rapid Declines,,Ongoing,
176861795,176857958,Syzygium khasianum,1.2,Commercial & industrial areas,"","",,,,Minority (<50%),Causing/Could cause fluctuations,,Ongoing,
176861795,176857958,Syzygium khasianum,2.1.1,Shifting agriculture,"","",,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
176861795,176857958,Syzygium khasianum,2.1.3,Agro-industry farming,"","",,,,Minority (<50%),Causing/Could cause fluctuations,,Ongoing,
176861795,176857958,Syzygium khasianum,4.1,Roads & railroads,"","",,,,Minority (<50%),Causing/Could cause fluctuations,,Ongoing,
176861795,176857958,Syzygium khasianum,7.1.3,Trend Unknown/Unrecorded,"","",,,,Minority (<50%),Causing/Could cause fluctuations,,Ongoing,
176861795,176857958,Syzygium khasianum,5.3.1,Intentional use: (subsistence/small scale) [harvest],"","",,,,,,,Ongoing,
176861795,176857958,Syzygium khasianum,3.2,Mining & quarrying,"","",,,,Unknown,Unknown,,Ongoing,
177969102,177962982,Dipcadi goaense,1.1,Housing & urban areas,1.1,Ecosystem conversion,,,,Whole (>90%),Very Rapid Declines,,Ongoing,
177969102,177962982,Dipcadi goaense,1.2,Commercial & industrial areas,1.1,Ecosystem conversion,,,,Majority (50-90%),Rapid Declines,,Ongoing,
177969102,177962982,Dipcadi goaense,1.3,Tourism & recreation areas,1.1,Ecosystem conversion,,,,Majority (50-90%),Rapid Declines,,Ongoing,
181389582,181140345,Megophrys awuh,2.1.1,Shifting agriculture,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
181389582,181140345,Megophrys awuh,11.1,Habitat shifting & alteration,1.2|2.1|2.2,Ecosystem degradation|Species mortality|Species disturbance,,,,,,,Future,
181389582,181140345,Megophrys awuh,7.2.1,Abstraction of surface water (domestic use),1.2|2.1|2.2,Ecosystem degradation|Species mortality|Species disturbance,,,,,,,Ongoing,
181391525,181141076,Megophrys dzukou,9.4,Garbage & solid waste,1.2,Ecosystem degradation,,,,,,,Ongoing,
181391525,181141076,Megophrys dzukou,6.1,Recreational activities,1.2|2.2,Ecosystem degradation|Species disturbance,,,,,,,Ongoing,
181391525,181141076,Megophrys dzukou,11.1,Habitat shifting & alteration,1.2|2.1|2.2,Ecosystem degradation|Species mortality|Species disturbance,,,,,,,Future,
181516499,181473105,Blythophryne beryet,8.1.2,Named species,1.2,Ecosystem degradation,,Axis axis,,Unknown,Unknown,,Ongoing,
181516499,181473105,Blythophryne beryet,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
181516499,181473105,Blythophryne beryet,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
181516499,181473105,Blythophryne beryet,8.1.2,Named species,2.1,Species mortality,,Batrachochytrium dendrobatidis,,Unknown,Unknown,,Unknown,
181516499,181473105,Blythophryne beryet,8.1.2,Named species,2.1|2.3.2,Species mortality|Competition,,Hoplobatrachus tigerinus,,Unknown,Unknown,,Ongoing,
181893398,181140883,Megophrys numhbumaeng,7.2.1,Abstraction of surface water (domestic use),1.2,Ecosystem degradation,,,,,,,Ongoing,
181893398,181140883,Megophrys numhbumaeng,2.1.1,Shifting agriculture,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
181893398,181140883,Megophrys numhbumaeng,11.1,Habitat shifting & alteration,1.2|2.1|2.2,Ecosystem degradation|Species mortality|Species disturbance,,,,,,,Future,
186884436,186884431,Pecteilis triflora,4.1,Roads & railroads,1.1|1.2|2.1,Ecosystem conversion|Ecosystem degradation|Species mortality,,,,Minority (<50%),Rapid Declines,,Ongoing,
186884436,186884431,Pecteilis triflora,5.3.1,Intentional use: (subsistence/small scale) [harvest],1.2|2.1,Ecosystem degradation|Species mortality,,,No,Minority (<50%),"Slow, Significant Declines",,Ongoing,
186885121,184539455,Crepidium aphyllum,5.3.1,Intentional use: (subsistence/small scale) [harvest],2.1,Species mortality,,,Unknown,Majority (50-90%),Unknown,,Ongoing,
186885121,184539455,Crepidium aphyllum,5.3.2,Intentional use: (large scale) [harvest],2.1,Species mortality,,,Unknown,Majority (50-90%),Unknown,,Ongoing,
186885121,184539455,Crepidium aphyllum,7.2.11,Dams (size unknown),1.1|1.2|2.1,Ecosystem conversion|Ecosystem degradation|Species mortality,,,,Minority (<50%),Unknown,,Ongoing,
186885369,186884507,Peristylus sahanii,4.1,Roads & railroads,1.1|1.2|2.1|2.2,Ecosystem conversion|Ecosystem degradation|Species mortality|Species disturbance,,,,Whole (>90%),Rapid Declines,,Future,
186885384,186884978,Eulophia obtusa,6.3,Work & other activities,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Unknown,Rapid Declines,,"Past, Unlikely to Return",
186885384,186884978,Eulophia obtusa,2.1.2,Small-holder farming,1.1|1.2|2.1,Ecosystem conversion|Ecosystem degradation|Species mortality,,,,Unknown,Rapid Declines,,"Past, Unlikely to Return",
186885384,186884978,Eulophia obtusa,2.3.2,"Small-holder grazing, ranching or farming",1.2,Ecosystem degradation,,,,Whole (>90%),Unknown,,Ongoing,
186885384,186884978,Eulophia obtusa,3.2,Mining & quarrying,1.2,Ecosystem degradation,,,,Whole (>90%),Unknown,,Ongoing,
188972478,186301014,Oberonia bopannae,1.3,Tourism & recreation areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Whole (>90%),"Slow, Significant Declines",,Ongoing,
188972478,186301014,Oberonia bopannae,6.1,Recreational activities,1.2,Ecosystem degradation,,,,Whole (>90%),Unknown,,Ongoing,
191546963,191546628,Adelocaryum lambertianum,1.3,Tourism & recreation areas,1.1|2.1,Ecosystem conversion|Species mortality,,,,Majority (50-90%),Very Rapid Declines,,Ongoing,
191546963,191546628,Adelocaryum lambertianum,4.1,Roads & railroads,1.1|1.2|2.1|2.2,Ecosystem conversion|Ecosystem degradation|Species mortality|Species disturbance,,,,Majority (50-90%),Very Rapid Declines,,Ongoing,
191547198,191547129,Adelocaryum malabaricum,7.3,Other ecosystem modifications,1.2|2.2,Ecosystem degradation|Species disturbance,,,,Whole (>90%),"Slow, Significant Declines",,Ongoing,
191547198,191547129,Adelocaryum malabaricum,1.3,Tourism & recreation areas,1.2|2.2,Ecosystem degradation|Species disturbance,,,,Majority (50-90%),Rapid Declines,,Ongoing,
191547198,191547129,Adelocaryum malabaricum,6.1,Recreational activities,1.2|2.2,Ecosystem degradation|Species disturbance,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
191681934,191681904,Distimake rhyncorhiza,5.2.1,Intentional use (species is the target),2.1|2.2,Species mortality|Species disturbance,,,No,Majority (50-90%),Rapid Declines,,Ongoing,
191681934,191681904,Distimake rhyncorhiza,4.1,Roads & railroads,1.2,Ecosystem degradation,,,,Majority (50-90%),Rapid Declines,,Ongoing,
191681934,191681904,Distimake rhyncorhiza,6.1,Recreational activities,1.2,Ecosystem degradation,,,,Minority (<50%),Negligible declines,,Ongoing,
197729585,168904,Cryptocoryne cognata,3.2,Mining & quarrying,1.1|2.1,Ecosystem conversion|Species mortality,,,,Majority (50-90%),Very Rapid Declines,,Ongoing,
197729585,168904,Cryptocoryne cognata,1.2,Commercial & industrial areas,1.1|2.1,Ecosystem conversion|Species mortality,,,,Majority (50-90%),Very Rapid Declines,,Ongoing,
197729585,168904,Cryptocoryne cognata,12.1,Other threat,1.1|1.2|1.3|2.1|2.2,Ecosystem conversion|Ecosystem degradation|Indirect ecosystem effects|Species mortality|Species disturbance,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
197729585,168904,Cryptocoryne cognata,9.3.1,Nutrient loads,1.2|2.1,Ecosystem degradation|Species mortality,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
197729585,168904,Cryptocoryne cognata,9.3.2,"Soil erosion, sedimentation",1.2|2.1,Ecosystem degradation|Species mortality,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
197729585,168904,Cryptocoryne cognata,1.3,Tourism & recreation areas,1.1|2.1,Ecosystem conversion|Species mortality,,,,Majority (50-90%),Very Rapid Declines,,Ongoing,
197729585,168904,Cryptocoryne cognata,9.1.1,Sewage,1.2|2.1,Ecosystem degradation|Species mortality,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
197729585,168904,Cryptocoryne cognata,5.2.1,Intentional use (species is the target),2.1,Species mortality,,,Yes,Unknown,Unknown,,Ongoing,
197729797,175218,Cryptocoryne consobrina,9.3.1,Nutrient loads,1.1|1.2|1.3|2.2,Ecosystem conversion|Ecosystem degradation|Indirect ecosystem effects|Species disturbance,,,,Majority (50-90%),Rapid Declines,,Ongoing,
197729797,175218,Cryptocoryne consobrina,7.2.9,Small dams,1.2|2.2,Ecosystem degradation|Species disturbance,,,,Majority (50-90%),Rapid Declines,,Ongoing,
197729797,175218,Cryptocoryne consobrina,9.3.3,Herbicides and pesticides,1.1|1.2|2.1|2.2,Ecosystem conversion|Ecosystem degradation|Species mortality|Species disturbance,,,,Whole (>90%),Very Rapid Declines,,Ongoing,
197729797,175218,Cryptocoryne consobrina,5.2.1,Intentional use (species is the target),2.1,Species mortality,,,Yes,Unknown,Unknown,,Ongoing,
197945974,197945955,Raorchestes keirasabinae,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
197945974,197945955,Raorchestes keirasabinae,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
197945974,197945955,Raorchestes keirasabinae,2.1.3,Agro-industry farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
197945974,197945955,Raorchestes keirasabinae,2.2.1,Small-holder plantations,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
197945974,197945955,Raorchestes keirasabinae,2.2.2,Agro-industry plantations,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
201031154,33645,Dialium travancoricum,2.1.4,Scale Unknown/Unrecorded,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
201031154,33645,Dialium travancoricum,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,"Past, Likely to Return",
201031154,33645,Dialium travancoricum,7.3,Other ecosystem modifications,1.2,Ecosystem degradation,,,,,,,Ongoing,
201031154,33645,Dialium travancoricum,5.3.4,Unintentional effects: (large scale) [harvest],"","",,,,,,,"Past, Likely to Return",
201031154,33645,Dialium travancoricum,8.2,Problematic native species/diseases,"","",,,,,,,Ongoing,
201031154,33645,Dialium travancoricum,8.2.1,Unspecified species,"","",,,,Majority (50-90%),,The fruits of this tree are known to be raided by birds and are affecting the recruitment rate.,Ongoing,
201031235,33647,Prioria pinnata,1.2,Commercial & industrial areas,"","",,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
201031235,33647,Prioria pinnata,7.2.10,Large dams,"","",,,,Minority (<50%),Rapid Declines,,Ongoing,
201031235,33647,Prioria pinnata,2.2.2,Agro-industry plantations,"","",,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
201031235,33647,Prioria pinnata,1.3,Tourism & recreation areas,"","",,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
201031315,38758,Aporosa bourdillonii,2.1.1,Shifting agriculture,"","",,,,,,,Ongoing,
201031398,201031081,Syzygium periyarense,10.3,Avalanches/landslides,"","",,,,,Rapid Declines,,Future,
202740876,202532388,Brownlowia elata,2.2.1,Small-holder plantations,"","",,,,,,,Ongoing,
202740876,202532388,Brownlowia elata,2.2.2,Agro-industry plantations,"","",,,,,,,Ongoing,
202740876,202532388,Brownlowia elata,1.1,Housing & urban areas,"","",,,,,,,Ongoing,
202740876,202532388,Brownlowia elata,4.1,Roads & railroads,"","",,,,,,,Ongoing,
202740876,202532388,Brownlowia elata,2.1.2,Small-holder farming,"","",,,,,,,Ongoing,
202740876,202532388,Brownlowia elata,2.1.3,Agro-industry farming,"","",,,,,,,Ongoing,
209009666,208974595,Ochna gamblei,1.1,Housing & urban areas,1.2|2.2|2.3.7,Ecosystem degradation|Species disturbance|Reduced reproductive success,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
210023247,210010463,Syzygium calophyllifolium,2.2.2,Agro-industry plantations,"","",,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
210023247,210010463,Syzygium calophyllifolium,8.1.2,Named species,"","",,Acacia mearnsii,,,,,Ongoing,
210023247,210010463,Syzygium calophyllifolium,8.1.2,Named species,"","",,Lantana camara,,,,,Ongoing,
210023277,210013452,Ficus beddomei,1.1,Housing & urban areas,"","",,,,Minority (<50%),Causing/Could cause fluctuations,,Ongoing,
210023277,210013452,Ficus beddomei,1.2,Commercial & industrial areas,"","",,,,Majority (50-90%),Rapid Declines,,"Past, Unlikely to Return",
210023277,210013452,Ficus beddomei,1.3,Tourism & recreation areas,"","",,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
210023277,210013452,Ficus beddomei,3.2,Mining & quarrying,"","",,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
210023277,210013452,Ficus beddomei,4.1,Roads & railroads,"","",,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
210023277,210013452,Ficus beddomei,5.3.4,Unintentional effects: (large scale) [harvest],"","",,,,Majority (50-90%),Rapid Declines,,"Past, Unlikely to Return",
210023282,210013545,Ficus costata,2.2.2,Agro-industry plantations,"","",,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
210023282,210013545,Ficus costata,1.3,Tourism & recreation areas,"","",,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
210023282,210013545,Ficus costata,7.2.10,Large dams,"","",,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
210023287,210013949,Ficus dalhousiae,7.2.10,Large dams,"","",,,,Minority (<50%),Rapid Declines,,"Past, Unlikely to Return",
210023287,210013949,Ficus dalhousiae,2.2.2,Agro-industry plantations,"","",,,,Minority (<50%),Rapid Declines,,Ongoing,
210023287,210013949,Ficus dalhousiae,5.3.2,Intentional use: (large scale) [harvest],2.1|2.2,Species mortality|Species disturbance,,,,Unknown,Unknown,,"Past, Unlikely to Return",
215199554,215199522,Lepidagathis clavata,1.3,Tourism & recreation areas,1.2|2.1|2.2,Ecosystem degradation|Species mortality|Species disturbance,,,,Majority (50-90%),Rapid Declines,,Ongoing,
215199554,215199522,Lepidagathis clavata,7.1.1,Increase in fire frequency/intensity,1.2|2.1|2.2,Ecosystem degradation|Species mortality|Species disturbance,,,,Whole (>90%),Rapid Declines,,Ongoing,
215199554,215199522,Lepidagathis clavata,7.3,Other ecosystem modifications,1.2|2.2,Ecosystem degradation|Species disturbance,,,,Whole (>90%),Very Rapid Declines,,Ongoing,
215199554,215199522,Lepidagathis clavata,3.2,Mining & quarrying,1.1|1.2|2.1,Ecosystem conversion|Ecosystem degradation|Species mortality,,,,Minority (<50%),Rapid Declines,,Ongoing,
215199554,215199522,Lepidagathis clavata,4.1,Roads & railroads,1.2,Ecosystem degradation,,,,Minority (<50%),Causing/Could cause fluctuations,,Ongoing,
218986656,22679330,Syrmaticus humiae,5.1.1,Intentional use (species is the target),2.1,Species mortality,,,No,Minority (<50%),"Slow, Significant Declines",,Ongoing,
218986656,22679330,Syrmaticus humiae,2.2.3,Scale Unknown/Unrecorded,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
218986656,22679330,Syrmaticus humiae,1.2,Commercial & industrial areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
218986656,22679330,Syrmaticus humiae,2.1.1,Shifting agriculture,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
218986656,22679330,Syrmaticus humiae,2.1.3,Agro-industry farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
218986656,22679330,Syrmaticus humiae,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
222292347,222291660,Syzygium sasidharanii,7.1.1,Increase in fire frequency/intensity,"","",,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
222292347,222291660,Syzygium sasidharanii,6.1,Recreational activities,"","",,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
222292384,222291715,Syzygium agastyamalayanum,7.2.10,Large dams,"","",,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
222292384,222291715,Syzygium agastyamalayanum,2.1.3,Agro-industry farming,"","",,,,Majority (50-90%),Rapid Declines,,Ongoing,
222292498,222292291,Syzygium ponmudianum,2.2.2,Agro-industry plantations,"","",,,,Minority (<50%),"Slow, Significant Declines",,"Past, Likely to Return",
222292498,222292291,Syzygium ponmudianum,1.3,Tourism & recreation areas,"","",,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
222292498,222292291,Syzygium ponmudianum,7.1.3,Trend Unknown/Unrecorded,"","",,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
223447603,31181,Buchanania barberi,1.1,Housing & urban areas,1.1|1.2|2.1|2.2,Ecosystem conversion|Ecosystem degradation|Species mortality|Species disturbance,,,,Unknown,Rapid Declines,,"Past, Likely to Return",
223447603,31181,Buchanania barberi,1.2,Commercial & industrial areas,1.1|1.2|2.1|2.2,Ecosystem conversion|Ecosystem degradation|Species mortality|Species disturbance,,,,Majority (50-90%),Rapid Declines,,Ongoing,
223447603,31181,Buchanania barberi,4.1,Roads & railroads,1.1|1.2|2.1|2.2,Ecosystem conversion|Ecosystem degradation|Species mortality|Species disturbance,,,,Majority (50-90%),Rapid Declines,,Future,
224811039,22729465,Spilornis klossi,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,,,,Minority (<50%),Unknown,,Ongoing,
224811039,22729465,Spilornis klossi,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Future,
224811039,22729465,Spilornis klossi,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),Unknown,,Ongoing,
224811039,22729465,Spilornis klossi,1.3,Tourism & recreation areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),Unknown,,Future,
225970391,225970375,Madhuca balakrishnanii,1.1,Housing & urban areas,"","",,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
225970391,225970375,Madhuca balakrishnanii,2.1.2,Small-holder farming,"","",,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
230038665,22695494,Accipiter butleri,5.1.4,Motivation Unknown/Unrecorded,2.1,Species mortality,,,No,Unknown,Unknown,,Ongoing,
230038665,22695494,Accipiter butleri,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
230038665,22695494,Accipiter butleri,2.1.1,Shifting agriculture,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
230038665,22695494,Accipiter butleri,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
230253271,82031633,Sousa plumbea,9.2.1,Oil spills,1.2,Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
230253271,82031633,Sousa plumbea,9.2.3,Type Unknown/Unrecorded,1.2,Ecosystem degradation,,,,Minority (<50%),Unknown,,Ongoing,
230253271,82031633,Sousa plumbea,1.1,Housing & urban areas,1.2,Ecosystem degradation,,,,Minority (<50%),Rapid Declines,,Ongoing,
230253271,82031633,Sousa plumbea,1.2,Commercial & industrial areas,1.2,Ecosystem degradation,,,,Minority (<50%),Rapid Declines,,Ongoing,
230253271,82031633,Sousa plumbea,4.3,Shipping lanes,"","",,,,Minority (<50%),Negligible declines,,Ongoing,
230253271,82031633,Sousa plumbea,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],2.1|2.2,Species mortality|Species disturbance,,,,Whole (>90%),Rapid Declines,,Ongoing,
230253271,82031633,Sousa plumbea,5.4.4,Unintentional effects: (large scale) [harvest],2.1|2.2,Species mortality|Species disturbance,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
230253271,82031633,Sousa plumbea,9.1.2,Run-off,1.2,Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
230253271,82031633,Sousa plumbea,9.1.3,Type Unknown/Unrecorded,1.2,Ecosystem degradation,,,,Minority (<50%),Negligible declines,,Ongoing,
230253271,82031633,Sousa plumbea,9.4,Garbage & solid waste,1.2,Ecosystem degradation,,,,Whole (>90%),"Slow, Significant Declines",,Ongoing,
231194805,33007,Dipterocarpus alatus,5.2.1,Intentional use (species is the target),2.1,Species mortality,,,,Unknown,Rapid Declines,,Ongoing,
231194805,33007,Dipterocarpus alatus,5.3.1,Intentional use: (subsistence/small scale) [harvest],2.1,Species mortality,,,,Unknown,Rapid Declines,,Ongoing,
231194805,33007,Dipterocarpus alatus,8.3,Introduced genetic material,2.3.1,Hybridisation,,,,Unknown,Unknown,hybridse with D. chartaceus,Ongoing,
231194805,33007,Dipterocarpus alatus,2.1.2,Small-holder farming,1.1|1.2|2.1,Ecosystem conversion|Ecosystem degradation|Species mortality,,,,Unknown,Rapid Declines,,Ongoing,
239579839,239579056,Medinilla anamalaiana,2.2.3,Scale Unknown/Unrecorded,1.1,Ecosystem conversion,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
239579839,239579056,Medinilla anamalaiana,7.2.10,Large dams,1.3,Indirect ecosystem effects,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
239579839,239579056,Medinilla anamalaiana,5.3.4,Unintentional effects: (large scale) [harvest],1.2,Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
239579839,239579056,Medinilla anamalaiana,2.1.3,Agro-industry farming,1.1,Ecosystem conversion,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
239579839,239579056,Medinilla anamalaiana,7.1.2,Supression in fire frequency/intensity,2.1,Species mortality,,,,Minority (<50%),Rapid Declines,,Ongoing,
241500854,22681585,Mulleripicus pulverulentus,5.1.1,Intentional use (species is the target),2.1,Species mortality,,,No,Minority (<50%),Negligible declines,,Ongoing,
241500854,22681585,Mulleripicus pulverulentus,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,,,,Majority (50-90%),Rapid Declines,,Ongoing,
241500854,22681585,Mulleripicus pulverulentus,5.3.4,Unintentional effects: (large scale) [harvest],1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),Rapid Declines,,Ongoing,
241500854,22681585,Mulleripicus pulverulentus,3.3,Renewable energy,1.1,Ecosystem conversion,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
241500854,22681585,Mulleripicus pulverulentus,2.1.1,Shifting agriculture,1.1,Ecosystem conversion,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
241500854,22681585,Mulleripicus pulverulentus,2.2.1,Small-holder plantations,1.2,Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
241500854,22681585,Mulleripicus pulverulentus,2.1.2,Small-holder farming,1.2,Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
241500854,22681585,Mulleripicus pulverulentus,2.1.3,Agro-industry farming,1.2,Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
241500854,22681585,Mulleripicus pulverulentus,2.2.2,Agro-industry plantations,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),Rapid Declines,,Ongoing,
247654386,4615,Chelonia mydas,5.4.1,Intentional use: (subsistence/small scale) [harvest],2.1,Species mortality,,,,,,,Ongoing,
247654386,4615,Chelonia mydas,5.4.4,Unintentional effects: (large scale) [harvest],2.1,Species mortality,,,,,,,Ongoing,
247654386,4615,Chelonia mydas,1.3,Tourism & recreation areas,1.1|1.2|2.2,Ecosystem conversion|Ecosystem degradation|Species disturbance,,,,,,,Ongoing,
