internalTaxonId,threatCode,threatName,stressCode,stressName,severity
78521208,7.2.3,Abstraction of surface water (agricultural use),1.2,Ecosystem degradation,
78521208,6.1,Recreational activities,2.2,Species disturbance,
78521208,8.1.2,Named species,2.1,Species mortality,Unknown
79080668,9.1.1,Sewage,1.2,Ecosystem degradation,Unknown
79080668,9.1.2,Run-off,1.2,Ecosystem degradation,Unknown
79080668,9.1.3,Type Unknown/Unrecorded,1.2,Ecosystem degradation,Unknown
79080668,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,Unknown
79080668,1.3,Tourism & recreation areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,Unknown
79080668,6.1,Recreational activities,1.2|2.2,Ecosystem degradation|Species disturbance,Unknown
79095367,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,
79095367,8.1.2,Named species,2.1,Species mortality,Unknown
79095367,11.5,Other impacts,2.2|2.3.7,Species disturbance|Reduced reproductive success,
79095367,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,
79719834,2.1.3,Agro-industry farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,
79719834,9.3.3,Herbicides and pesticides,1.2,Ecosystem degradation,
79719834,11.1,Habitat shifting & alteration,2.1|2.2,Species mortality|Species disturbance,
79719834,8.1.2,Named species,2.1,Species mortality,Unknown
88368304,3.3,Renewable energy,1.1|1.2,Ecosystem conversion|Ecosystem degradation,Unknown
88368304,7.2.10,Large dams,1.1|1.2,Ecosystem conversion|Ecosystem degradation,Unknown
88368304,7.2.2,Abstraction of surface water (commercial use),1.1|1.2,Ecosystem conversion|Ecosystem degradation,Unknown
88368304,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.1|1.2,Ecosystem conversion|Ecosystem degradation,Unknown
88368304,9.1.3,Type Unknown/Unrecorded,1.2,Ecosystem degradation,Unknown
88368304,2.1.1,Shifting agriculture,1.1|1.2,Ecosystem conversion|Ecosystem degradation,Unknown
88378128,9.3.3,Herbicides and pesticides,1.2,Ecosystem degradation,
88378128,6.3,Work & other activities,2.1,Species mortality,
88378128,8.1.2,Named species,2.1,Species mortality,Unknown
88378128,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,
88378128,2.1.3,Agro-industry farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,
88378128,6.1,Recreational activities,1.2|2.2,Ecosystem degradation|Species disturbance,
89183211,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,
89183211,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,
89183211,4.1,Roads & railroads,1.1|1.2,Ecosystem conversion|Ecosystem degradation,
89183211,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,
89183211,11.5,Other impacts,1.3|2.2,Indirect ecosystem effects|Species disturbance,
89183211,8.2.2,Named species,2.1,Species mortality,Unknown
121370882,9.3.3,Herbicides and pesticides,1.2,Ecosystem degradation,
121370882,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,
121370882,4.1,Roads & railroads,1.1|1.2,Ecosystem conversion|Ecosystem degradation,
165414176,9.3.3,Herbicides and pesticides,1.2,Ecosystem degradation,
165414176,4.1,Roads & railroads,1.1|1.2,Ecosystem conversion|Ecosystem degradation,
88369128,2.1.3,Agro-industry farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,Unknown
88369128,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,Unknown
88369128,9.3.3,Herbicides and pesticides,1.2,Ecosystem degradation,
88369128,7.2.9,Small dams,1.1|1.2,Ecosystem conversion|Ecosystem degradation,
88369128,11.5,Other impacts,1.2,Ecosystem degradation,
88369128,7.2.3,Abstraction of surface water (agricultural use),1.2,Ecosystem degradation,
88369128,8.1.2,Named species,2.1,Species mortality,Unknown
88369128,11.4,Storms & flooding,1.2|2.1,Ecosystem degradation|Species mortality,
88369128,6.1,Recreational activities,1.2|2.2,Ecosystem degradation|Species disturbance,
88378424,2.1.3,Agro-industry farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,Unknown
88378424,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,Unknown
88378424,9.4,Garbage & solid waste,1.2,Ecosystem degradation,
88378424,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,
88378424,7.2.10,Large dams,1.2,Ecosystem degradation,
88378424,8.1.2,Named species,2.1,Species mortality,Unknown
88378424,6.1,Recreational activities,1.2|2.2,Ecosystem degradation|Species disturbance,
88378891,2.1.3,Agro-industry farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,Unknown
88378891,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,
88378891,2.2.2,Agro-industry plantations,1.1|1.2,Ecosystem conversion|Ecosystem degradation,Unknown
88378891,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,Unknown
31169,1.1,Housing & urban areas,,,Rapid Declines
31169,2.1.3,Agro-industry farming,,,Rapid Declines
33018,8.2.1,Unspecified species,,,"Slow, Significant Declines"
33018,5.3.1,Intentional use: (subsistence/small scale) [harvest],,,"Slow, Significant Declines"
33022,1.1,Housing & urban areas,,,Rapid Declines
33022,5.3.1,Intentional use: (subsistence/small scale) [harvest],,,Rapid Declines
33022,5.3.2,Intentional use: (large scale) [harvest],,,Rapid Declines
33022,8.2,Problematic native species/diseases,,,Very Rapid Declines
33023,5.3.1,Intentional use: (subsistence/small scale) [harvest],,,Rapid Declines
33023,5.3.2,Intentional use: (large scale) [harvest],,,Rapid Declines
172587745,2.2.1,Small-holder plantations,,,
172587745,2.2.2,Agro-industry plantations,,,
172587745,2.1.2,Small-holder farming,,,
172587745,2.1.3,Agro-industry farming,,,
172738069,11.4,Storms & flooding,1.1|1.2|2.1|2.2,Ecosystem conversion|Ecosystem degradation|Species mortality|Species disturbance,Unknown
175597058,2.2.1,Small-holder plantations,,,
175597058,2.2.2,Agro-industry plantations,,,
175597058,2.1.2,Small-holder farming,,,
175597058,2.1.3,Agro-industry farming,,,
175655434,9.3.2,"Soil erosion, sedimentation",1.2|2.1,Ecosystem degradation|Species mortality,"Slow, Significant Declines"
175655434,9.3.1,Nutrient loads,1.2|2.1,Ecosystem degradation|Species mortality,"Slow, Significant Declines"
175655434,1.1,Housing & urban areas,1.1|2.1,Ecosystem conversion|Species mortality,Rapid Declines
175655434,9.1.1,Sewage,1.2|2.1,Ecosystem degradation|Species mortality,"Slow, Significant Declines"
175655434,9.1.2,Run-off,1.2|2.1,Ecosystem degradation|Species mortality,"Slow, Significant Declines"
175655434,5.2.1,Intentional use (species is the target),2.1,Species mortality,Unknown
175615495,2.2.1,Small-holder plantations,,,
175615495,2.2.2,Agro-industry plantations,,,
175615495,2.1.2,Small-holder farming,,,
175615495,2.1.3,Agro-industry farming,,,
31275,2.3.2,"Small-holder grazing, ranching or farming",,,Causing/Could cause fluctuations
31275,1.1,Housing & urban areas,,,Causing/Could cause fluctuations
31275,4.1,Roads & railroads,,,Causing/Could cause fluctuations
31275,7.1.1,Increase in fire frequency/intensity,,,Causing/Could cause fluctuations
31275,2.1.1,Shifting agriculture,,,Causing/Could cause fluctuations
176680211,2.3.2,"Small-holder grazing, ranching or farming",,,Causing/Could cause fluctuations
176680211,1.1,Housing & urban areas,,,Causing/Could cause fluctuations
176680211,3.2,Mining & quarrying,,,Causing/Could cause fluctuations
176680211,4.1,Roads & railroads,,,Causing/Could cause fluctuations
176680211,7.1.1,Increase in fire frequency/intensity,,,Causing/Could cause fluctuations
176680211,2.1.1,Shifting agriculture,,,Causing/Could cause fluctuations
176856760,2.3.2,"Small-holder grazing, ranching or farming",,,Causing/Could cause fluctuations
176856760,1.1,Housing & urban areas,,,Causing/Could cause fluctuations
176856760,3.2,Mining & quarrying,,,Causing/Could cause fluctuations
176856760,4.1,Roads & railroads,,,"Slow, Significant Declines"
176856760,2.1.1,Shifting agriculture,,,"Slow, Significant Declines"
176856760,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],,,Causing/Could cause fluctuations
176856760,7.1.1,Increase in fire frequency/intensity,,,Causing/Could cause fluctuations
176857958,2.3.2,"Small-holder grazing, ranching or farming",,,Rapid Declines
176857958,1.2,Commercial & industrial areas,,,Causing/Could cause fluctuations
176857958,2.1.1,Shifting agriculture,,,"Slow, Significant Declines"
176857958,2.1.3,Agro-industry farming,,,Causing/Could cause fluctuations
176857958,4.1,Roads & railroads,,,Causing/Could cause fluctuations
176857958,7.1.3,Trend Unknown/Unrecorded,,,Causing/Could cause fluctuations
176857958,5.3.1,Intentional use: (subsistence/small scale) [harvest],,,
176857958,3.2,Mining & quarrying,,,Unknown
177962982,1.1,Housing & urban areas,1.1,Ecosystem conversion,Very Rapid Declines
177962982,1.2,Commercial & industrial areas,1.1,Ecosystem conversion,Rapid Declines
177962982,1.3,Tourism & recreation areas,1.1,Ecosystem conversion,Rapid Declines
181140345,2.1.1,Shifting agriculture,1.1|1.2,Ecosystem conversion|Ecosystem degradation,
181140345,11.1,Habitat shifting & alteration,1.2|2.1|2.2,Ecosystem degradation|Species mortality|Species disturbance,
181140345,7.2.1,Abstraction of surface water (domestic use),1.2|2.1|2.2,Ecosystem degradation|Species mortality|Species disturbance,
181141076,9.4,Garbage & solid waste,1.2,Ecosystem degradation,
181141076,6.1,Recreational activities,1.2|2.2,Ecosystem degradation|Species disturbance,
181141076,11.1,Habitat shifting & alteration,1.2|2.1|2.2,Ecosystem degradation|Species mortality|Species disturbance,
181473105,8.1.2,Named species,1.2,Ecosystem degradation,Unknown
181473105,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.1|1.2,Ecosystem conversion|Ecosystem degradation,Unknown
181473105,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,Unknown
181473105,8.1.2,Named species,2.1,Species mortality,Unknown
181473105,8.1.2,Named species,2.1|2.3.2,Species mortality|Competition,Unknown
181140883,7.2.1,Abstraction of surface water (domestic use),1.2,Ecosystem degradation,
181140883,2.1.1,Shifting agriculture,1.1|1.2,Ecosystem conversion|Ecosystem degradation,
181140883,11.1,Habitat shifting & alteration,1.2|2.1|2.2,Ecosystem degradation|Species mortality|Species disturbance,
186884431,4.1,Roads & railroads,1.1|1.2|2.1,Ecosystem conversion|Ecosystem degradation|Species mortality,Rapid Declines
186884431,5.3.1,Intentional use: (subsistence/small scale) [harvest],1.2|2.1,Ecosystem degradation|Species mortality,"Slow, Significant Declines"
184539455,5.3.1,Intentional use: (subsistence/small scale) [harvest],2.1,Species mortality,Unknown
184539455,5.3.2,Intentional use: (large scale) [harvest],2.1,Species mortality,Unknown
184539455,7.2.11,Dams (size unknown),1.1|1.2|2.1,Ecosystem conversion|Ecosystem degradation|Species mortality,Unknown
186884507,4.1,Roads & railroads,1.1|1.2|2.1|2.2,Ecosystem conversion|Ecosystem degradation|Species mortality|Species disturbance,Rapid Declines
186884978,6.3,Work & other activities,1.1|1.2,Ecosystem conversion|Ecosystem degradation,Rapid Declines
186884978,2.1.2,Small-holder farming,1.1|1.2|2.1,Ecosystem conversion|Ecosystem degradation|Species mortality,Rapid Declines
186884978,2.3.2,"Small-holder grazing, ranching or farming",1.2,Ecosystem degradation,Unknown
186884978,3.2,Mining & quarrying,1.2,Ecosystem degradation,Unknown
186301014,1.3,Tourism & recreation areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,"Slow, Significant Declines"
186301014,6.1,Recreational activities,1.2,Ecosystem degradation,Unknown
191546628,1.3,Tourism & recreation areas,1.1|2.1,Ecosystem conversion|Species mortality,Very Rapid Declines
191546628,4.1,Roads & railroads,1.1|1.2|2.1|2.2,Ecosystem conversion|Ecosystem degradation|Species mortality|Species disturbance,Very Rapid Declines
191547129,7.3,Other ecosystem modifications,1.2|2.2,Ecosystem degradation|Species disturbance,"Slow, Significant Declines"
191547129,1.3,Tourism & recreation areas,1.2|2.2,Ecosystem degradation|Species disturbance,Rapid Declines
191547129,6.1,Recreational activities,1.2|2.2,Ecosystem degradation|Species disturbance,"Slow, Significant Declines"
191681904,5.2.1,Intentional use (species is the target),2.1|2.2,Species mortality|Species disturbance,Rapid Declines
191681904,4.1,Roads & railroads,1.2,Ecosystem degradation,Rapid Declines
191681904,6.1,Recreational activities,1.2,Ecosystem degradation,Negligible declines
168904,3.2,Mining & quarrying,1.1|2.1,Ecosystem conversion|Species mortality,Very Rapid Declines
168904,1.2,Commercial & industrial areas,1.1|2.1,Ecosystem conversion|Species mortality,Very Rapid Declines
168904,12.1,Other threat,1.1|1.2|1.3|2.1|2.2,Ecosystem conversion|Ecosystem degradation|Indirect ecosystem effects|Species mortality|Species disturbance,"Slow, Significant Declines"
168904,9.3.1,Nutrient loads,1.2|2.1,Ecosystem degradation|Species mortality,"Slow, Significant Declines"
168904,9.3.2,"Soil erosion, sedimentation",1.2|2.1,Ecosystem degradation|Species mortality,"Slow, Significant Declines"
168904,1.3,Tourism & recreation areas,1.1|2.1,Ecosystem conversion|Species mortality,Very Rapid Declines
168904,9.1.1,Sewage,1.2|2.1,Ecosystem degradation|Species mortality,"Slow, Significant Declines"
168904,5.2.1,Intentional use (species is the target),2.1,Species mortality,Unknown
175218,9.3.1,Nutrient loads,1.1|1.2|1.3|2.2,Ecosystem conversion|Ecosystem degradation|Indirect ecosystem effects|Species disturbance,Rapid Declines
175218,7.2.9,Small dams,1.2|2.2,Ecosystem degradation|Species disturbance,Rapid Declines
175218,9.3.3,Herbicides and pesticides,1.1|1.2|2.1|2.2,Ecosystem conversion|Ecosystem degradation|Species mortality|Species disturbance,Very Rapid Declines
175218,5.2.1,Intentional use (species is the target),2.1,Species mortality,Unknown
197945955,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,Unknown
197945955,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,Unknown
197945955,2.1.3,Agro-industry farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,Unknown
197945955,2.2.1,Small-holder plantations,1.1|1.2,Ecosystem conversion|Ecosystem degradation,Unknown
197945955,2.2.2,Agro-industry plantations,1.1|1.2,Ecosystem conversion|Ecosystem degradation,Unknown
33645,2.1.4,Scale Unknown/Unrecorded,1.1|1.2,Ecosystem conversion|Ecosystem degradation,
33645,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,
33645,7.3,Other ecosystem modifications,1.2,Ecosystem degradation,
33645,5.3.4,Unintentional effects: (large scale) [harvest],,,
33645,8.2,Problematic native species/diseases,,,
33645,8.2.1,Unspecified species,,,
33647,1.2,Commercial & industrial areas,,,"Slow, Significant Declines"
33647,7.2.10,Large dams,,,Rapid Declines
33647,2.2.2,Agro-industry plantations,,,"Slow, Significant Declines"
33647,1.3,Tourism & recreation areas,,,"Slow, Significant Declines"
38758,2.1.1,Shifting agriculture,,,
201031081,10.3,Avalanches/landslides,,,Rapid Declines
202532388,2.2.1,Small-holder plantations,,,
202532388,2.2.2,Agro-industry plantations,,,
202532388,1.1,Housing & urban areas,,,
202532388,4.1,Roads & railroads,,,
202532388,2.1.2,Small-holder farming,,,
202532388,2.1.3,Agro-industry farming,,,
208974595,1.1,Housing & urban areas,1.2|2.2|2.3.7,Ecosystem degradation|Species disturbance|Reduced reproductive success,"Slow, Significant Declines"
210010463,2.2.2,Agro-industry plantations,,,"Slow, Significant Declines"
210010463,8.1.2,Named species,,,
210010463,8.1.2,Named species,,,
210013452,1.1,Housing & urban areas,,,Causing/Could cause fluctuations
210013452,1.2,Commercial & industrial areas,,,Rapid Declines
210013452,1.3,Tourism & recreation areas,,,"Slow, Significant Declines"
210013452,3.2,Mining & quarrying,,,"Slow, Significant Declines"
210013452,4.1,Roads & railroads,,,"Slow, Significant Declines"
210013452,5.3.4,Unintentional effects: (large scale) [harvest],,,Rapid Declines
210013545,2.2.2,Agro-industry plantations,,,"Slow, Significant Declines"
210013545,1.3,Tourism & recreation areas,,,"Slow, Significant Declines"
210013545,7.2.10,Large dams,,,"Slow, Significant Declines"
210013949,7.2.10,Large dams,,,Rapid Declines
210013949,2.2.2,Agro-industry plantations,,,Rapid Declines
210013949,5.3.2,Intentional use: (large scale) [harvest],2.1|2.2,Species mortality|Species disturbance,Unknown
215199522,1.3,Tourism & recreation areas,1.2|2.1|2.2,Ecosystem degradation|Species mortality|Species disturbance,Rapid Declines
215199522,7.1.1,Increase in fire frequency/intensity,1.2|2.1|2.2,Ecosystem degradation|Species mortality|Species disturbance,Rapid Declines
215199522,7.3,Other ecosystem modifications,1.2|2.2,Ecosystem degradation|Species disturbance,Very Rapid Declines
215199522,3.2,Mining & quarrying,1.1|1.2|2.1,Ecosystem conversion|Ecosystem degradation|Species mortality,Rapid Declines
215199522,4.1,Roads & railroads,1.2,Ecosystem degradation,Causing/Could cause fluctuations
22679330,5.1.1,Intentional use (species is the target),2.1,Species mortality,"Slow, Significant Declines"
22679330,2.2.3,Scale Unknown/Unrecorded,1.1|1.2,Ecosystem conversion|Ecosystem degradation,"Slow, Significant Declines"
22679330,1.2,Commercial & industrial areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,"Slow, Significant Declines"
22679330,2.1.1,Shifting agriculture,1.1|1.2,Ecosystem conversion|Ecosystem degradation,"Slow, Significant Declines"
22679330,2.1.3,Agro-industry farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,"Slow, Significant Declines"
22679330,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,"Slow, Significant Declines"
222291660,7.1.1,Increase in fire frequency/intensity,,,"Slow, Significant Declines"
222291660,6.1,Recreational activities,,,"Slow, Significant Declines"
222291715,7.2.10,Large dams,,,"Slow, Significant Declines"
222291715,2.1.3,Agro-industry farming,,,Rapid Declines
222292291,2.2.2,Agro-industry plantations,,,"Slow, Significant Declines"
222292291,1.3,Tourism & recreation areas,,,"Slow, Significant Declines"
222292291,7.1.3,Trend Unknown/Unrecorded,,,"Slow, Significant Declines"
31181,1.1,Housing & urban areas,1.1|1.2|2.1|2.2,Ecosystem conversion|Ecosystem degradation|Species mortality|Species disturbance,Rapid Declines
31181,1.2,Commercial & industrial areas,1.1|1.2|2.1|2.2,Ecosystem conversion|Ecosystem degradation|Species mortality|Species disturbance,Rapid Declines
31181,4.1,Roads & railroads,1.1|1.2|2.1|2.2,Ecosystem conversion|Ecosystem degradation|Species mortality|Species disturbance,Rapid Declines
22729465,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,Unknown
22729465,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,"Slow, Significant Declines"
22729465,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,Unknown
22729465,1.3,Tourism & recreation areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,Unknown
225970375,1.1,Housing & urban areas,,,"Slow, Significant Declines"
225970375,2.1.2,Small-holder farming,,,"Slow, Significant Declines"
22695494,5.1.4,Motivation Unknown/Unrecorded,2.1,Species mortality,Unknown
22695494,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,"Slow, Significant Declines"
22695494,2.1.1,Shifting agriculture,1.1|1.2,Ecosystem conversion|Ecosystem degradation,"Slow, Significant Declines"
22695494,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,"Slow, Significant Declines"
82031633,9.2.1,Oil spills,1.2,Ecosystem degradation,"Slow, Significant Declines"
82031633,9.2.3,Type Unknown/Unrecorded,1.2,Ecosystem degradation,Unknown
82031633,1.1,Housing & urban areas,1.2,Ecosystem degradation,Rapid Declines
82031633,1.2,Commercial & industrial areas,1.2,Ecosystem degradation,Rapid Declines
82031633,4.3,Shipping lanes,,,Negligible declines
82031633,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],2.1|2.2,Species mortality|Species disturbance,Rapid Declines
82031633,5.4.4,Unintentional effects: (large scale) [harvest],2.1|2.2,Species mortality|Species disturbance,"Slow, Significant Declines"
82031633,9.1.2,Run-off,1.2,Ecosystem degradation,"Slow, Significant Declines"
82031633,9.1.3,Type Unknown/Unrecorded,1.2,Ecosystem degradation,Negligible declines
82031633,9.4,Garbage & solid waste,1.2,Ecosystem degradation,"Slow, Significant Declines"
33007,5.2.1,Intentional use (species is the target),2.1,Species mortality,Rapid Declines
33007,5.3.1,Intentional use: (subsistence/small scale) [harvest],2.1,Species mortality,Rapid Declines
33007,8.3,Introduced genetic material,2.3.1,Hybridisation,Unknown
33007,2.1.2,Small-holder farming,1.1|1.2|2.1,Ecosystem conversion|Ecosystem degradation|Species mortality,Rapid Declines
239579056,2.2.3,Scale Unknown/Unrecorded,1.1,Ecosystem conversion,"Slow, Significant Declines"
239579056,7.2.10,Large dams,1.3,Indirect ecosystem effects,"Slow, Significant Declines"
239579056,5.3.4,Unintentional effects: (large scale) [harvest],1.2,Ecosystem degradation,"Slow, Significant Declines"
239579056,2.1.3,Agro-industry farming,1.1,Ecosystem conversion,"Slow, Significant Declines"
239579056,7.1.2,Supression in fire frequency/intensity,2.1,Species mortality,Rapid Declines
22681585,5.1.1,Intentional use (species is the target),2.1,Species mortality,Negligible declines
22681585,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,Rapid Declines
22681585,5.3.4,Unintentional effects: (large scale) [harvest],1.1|1.2,Ecosystem conversion|Ecosystem degradation,Rapid Declines
22681585,3.3,Renewable energy,1.1,Ecosystem conversion,"Slow, Significant Declines"
22681585,2.1.1,Shifting agriculture,1.1,Ecosystem conversion,"Slow, Significant Declines"
22681585,2.2.1,Small-holder plantations,1.2,Ecosystem degradation,"Slow, Significant Declines"
22681585,2.1.2,Small-holder farming,1.2,Ecosystem degradation,"Slow, Significant Declines"
22681585,2.1.3,Agro-industry farming,1.2,Ecosystem degradation,"Slow, Significant Declines"
22681585,2.2.2,Agro-industry plantations,1.1|1.2,Ecosystem conversion|Ecosystem degradation,Rapid Declines
4615,5.4.1,Intentional use: (subsistence/small scale) [harvest],2.1,Species mortality,
4615,5.4.4,Unintentional effects: (large scale) [harvest],2.1,Species mortality,
4615,1.3,Tourism & recreation areas,1.1|1.2|2.2,Ecosystem conversion|Ecosystem degradation|Species disturbance,
61985348,5.2.1,Intentional use (species is the target),2.1|2.2,Species mortality|Species disturbance,Rapid Declines
61985348,8.2.1,Unspecified species,2.2,Species disturbance,Unknown
61985348,11.1,Habitat shifting & alteration,1.2|1.3|2.2,Ecosystem degradation|Indirect ecosystem effects|Species disturbance,Unknown
61985348,11.3,Temperature extremes,1.2|1.3|2.2,Ecosystem degradation|Indirect ecosystem effects|Species disturbance,Unknown
61985348,2.3.1,Nomadic grazing,1.2|1.3|2.2,Ecosystem degradation|Indirect ecosystem effects|Species disturbance,"Slow, Significant Declines"
61985348,2.3.2,"Small-holder grazing, ranching or farming",1.2|1.3|2.2,Ecosystem degradation|Indirect ecosystem effects|Species disturbance,"Slow, Significant Declines"
61985348,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2|1.3|2.1|2.2,Ecosystem degradation|Indirect ecosystem effects|Species mortality|Species disturbance,Unknown
61987623,2.2.1,Small-holder plantations,,,
61987623,2.2.2,Agro-industry plantations,,,
61987623,2.1.2,Small-holder farming,,,
61987623,2.1.3,Agro-industry farming,,,
253632034,9.3.2,"Soil erosion, sedimentation",,,"Slow, Significant Declines"
253632034,2.2.2,Agro-industry plantations,,,"Slow, Significant Declines"
253632034,1.1,Housing & urban areas,,,
253632034,1.2,Commercial & industrial areas,,,
33642,1.2,Commercial & industrial areas,,,"Slow, Significant Declines"
33642,1.3,Tourism & recreation areas,,,Causing/Could cause fluctuations
33642,2.2.2,Agro-industry plantations,,,"Slow, Significant Declines"
33642,7.1.1,Increase in fire frequency/intensity,,,"Slow, Significant Declines"
129335824,2.2.1,Small-holder plantations,,,
129335824,2.2.2,Agro-industry plantations,,,
129335824,2.1.2,Small-holder farming,,,
129335824,2.1.3,Agro-industry farming,,,
153112765,2.2.1,Small-holder plantations,,,
153112765,2.2.2,Agro-industry plantations,,,
153112765,2.1.2,Small-holder farming,,,
153112765,2.1.3,Agro-industry farming,,,
155993997,2.2.2,Agro-industry plantations,,,
155993997,1.1,Housing & urban areas,,,
155993997,4.1,Roads & railroads,,,
155993997,1.3,Tourism & recreation areas,,,
155993997,2.1.3,Agro-industry farming,,,
172580995,2.1.2,Small-holder farming,,,
172580995,2.2.2,Agro-industry plantations,,,
172580995,2.2.1,Small-holder plantations,,,
172580995,1.1,Housing & urban areas,,,
31185,2.1.4,Scale Unknown/Unrecorded,1.1|1.2,Ecosystem conversion|Ecosystem degradation,
31185,2.3.4,Scale Unknown/Unrecorded,1.1|1.2,Ecosystem conversion|Ecosystem degradation,
31185,5.3.5,Motivation Unknown/Unrecorded,1.2,Ecosystem degradation,
177944137,2.1.2,Small-holder farming,,,
177944137,2.3.2,"Small-holder grazing, ranching or farming",,,
177944137,1.1,Housing & urban areas,,,
177944137,4.1,Roads & railroads,,,
179054974,2.1.1,Shifting agriculture,1.1|1.2|2.1|2.2,Ecosystem conversion|Ecosystem degradation|Species mortality|Species disturbance,Unknown
179207814,2.1.1,Shifting agriculture,1.1|1.2|2.1|2.2,Ecosystem conversion|Ecosystem degradation|Species mortality|Species disturbance,Unknown
176848640,1.1,Housing & urban areas,1.1|1.2|2.1|2.2,Ecosystem conversion|Ecosystem degradation|Species mortality|Species disturbance,Unknown
176848640,2.1.1,Shifting agriculture,1.1|1.2|2.1|2.2,Ecosystem conversion|Ecosystem degradation|Species mortality|Species disturbance,Unknown
187022603,4.1,Roads & railroads,1.2|2.1,Ecosystem degradation|Species mortality,Unknown
187022663,3.2,Mining & quarrying,1.2,Ecosystem degradation,Rapid Declines
187022663,1.3,Tourism & recreation areas,1.2,Ecosystem degradation,Rapid Declines
187024265,6.1,Recreational activities,1.2,Ecosystem degradation,Rapid Declines
187025460,1.3,Tourism & recreation areas,1.2,Ecosystem degradation,Rapid Declines
191547570,5.2.1,Intentional use (species is the target),2.1,Species mortality,Unknown
202483877,2.2.1,Small-holder plantations,,,
202483877,2.2.2,Agro-industry plantations,,,
202483877,2.1.2,Small-holder farming,,,
202483877,2.1.3,Agro-industry farming,,,
202483996,2.2.1,Small-holder plantations,,,
202483996,2.2.2,Agro-industry plantations,,,
202483996,2.1.2,Small-holder farming,,,
202483996,2.1.3,Agro-industry farming,,,
202484066,2.2.2,Agro-industry plantations,,,
202484066,2.1.3,Agro-industry farming,,,
202484066,1.1,Housing & urban areas,,,
202536352,2.2.1,Small-holder plantations,,,
202536352,2.2.2,Agro-industry plantations,,,
202536352,1.1,Housing & urban areas,,,
202536352,4.1,Roads & railroads,,,
202536352,1.3,Tourism & recreation areas,,,
202536352,2.1.2,Small-holder farming,,,
202536352,2.1.3,Agro-industry farming,,,
202732050,1.1,Housing & urban areas,,,
202732050,4.1,Roads & railroads,,,
206837366,1.1,Housing & urban areas,,,
206837366,4.1,Roads & railroads,,,
206837366,1.3,Tourism & recreation areas,,,
38036,1.1,Housing & urban areas,,,"Slow, Significant Declines"
38036,2.1.2,Small-holder farming,,,"Slow, Significant Declines"
38036,8.2,Problematic native species/diseases,,,"Slow, Significant Declines"
38036,6.3,Work & other activities,,,"Slow, Significant Declines"
211716588,2.2.1,Small-holder plantations,,,
211716588,2.2.2,Agro-industry plantations,,,
211716588,1.1,Housing & urban areas,,,
211716588,4.1,Roads & railroads,,,
211716588,2.1.2,Small-holder farming,,,
211716588,2.1.3,Agro-industry farming,,,
